,mean_H,mean_S,mean_V,stddev_H,stddev_S,stddev_V,entropy_H,entropy_S,entropy_V,Skew_H,Skew_S,Skew_V,Kurtosis_H,Kurtosis_S,Kurtosis_V,label,Color Code,Ripeness Code,Uniformity Code
IMG_20170620_152357.jpg,103.65251379037844,149.32456373322503,184.94378858506877,3.0087996479536137,29.14938334342694,35.30397994534871,2.5249763855422067,4.7904232142391034,4.906686171139047,-17.075475400733477,1.0389883530416804,-1.5053136158483986,626.0311582493088,2.2471109684079407,3.971367308008433,,2,C,M
IMG_20170620_152400.jpg,103.68278061158067,151.45604589458773,180.8978210909143,2.3635015423556087,29.56267818631961,35.48678745016108,2.2866664907688765,4.8037180598454725,4.925118255677568,-9.892607952809808,1.0200789247404203,-1.2777058454975496,525.7395889701975,2.002721803072162,2.8471886053771938,,2,C,M
IMG_20170620_152412.jpg,103.54812726530645,145.46833697214456,186.5118773987512,2.0964169430388995,28.124387935264213,32.959139146975645,2.1690139282729985,4.754996187812958,4.850304424226261,-12.119212769820562,0.9830672390936052,-1.328042727100802,701.9726980582992,2.204038614829468,3.566714664651623,,2,C,M
IMG_20170620_152415.jpg,103.46242984385009,144.42980178243164,187.24455708051474,1.726901211685726,27.09708741864139,30.364964670552702,1.9790865145958698,4.718198161690116,4.7852428135500595,-5.708263071756589,0.9940917971688269,-1.1525177203988384,477.5886583524025,2.4467603422792106,3.031981323680877,,2,C,M
IMG_20170620_152426.jpg,103.50722359355716,149.0558192988486,187.40450187343447,2.214976415081753,28.647701537607052,34.4235663667596,2.2225595108553065,4.773016740718462,4.878565128135981,-10.278939025672218,1.077590736072966,-1.3793225262498385,583.7896033768837,2.247098656977335,3.5132539312803894,,2,C,M
IMG_20170620_152429.jpg,103.52840420878314,149.02964426877472,187.45316088362574,2.4087722928360273,28.737254469468112,33.83904303439967,2.3054825004611805,4.776274930241794,4.86629938890023,-14.564720604412912,1.0148952850121975,-1.327869653107725,698.0469969350225,2.2850885838314836,3.4325200386377324,,2,C,M
IMG_20170620_152439.jpg,103.73698970392185,145.90248067329074,185.45091022356232,2.886476908037949,30.818150961759116,36.27252858775753,2.483784132244705,4.8453077355433445,4.9240150448365565,-16.96444616616422,1.015102351000972,-1.4026261342122854,647.4718003229527,1.999470232917063,3.3694669695481867,,2,C,M
IMG_20170620_152442.jpg,103.78472794515876,145.75767494610133,181.34471747462598,2.3674136114298205,29.528643931047565,34.38085272331174,2.288020778097673,4.8034331133400485,4.899767010143979,-9.853404143304386,1.0450227934557528,-1.2440320278760781,510.1556027655156,2.171426659487664,2.8738151218321635,,2,C,M
IMG_20170620_152453.jpg,103.59889079725768,144.25857935993378,185.32121614082916,2.3307790825505528,29.711387281083564,34.45997273333691,2.2725149695331908,4.809789245367186,4.8876424575502195,-13.276690235655469,1.0791693199191421,-1.3669617628610435,684.3670040403813,2.227605277451473,3.4190189435393314,,2,C,M
IMG_20170620_152456.jpg,103.54990289451484,144.68390122222397,183.34728986678957,2.577132450971631,29.13985040779545,35.266660110174904,2.371557597875512,4.790639467088306,4.911582204510761,-15.463347510200668,1.1526714023554554,-1.4265031151506435,686.0330333341338,2.5918107892677895,3.761172487699186,,2,C,M
